symbol,pred_date,entry_date,prob,mae,none__ret,none__days,none__hit,none__exit,predlow_close__ret,predlow_close__days,predlow_close__hit,predlow_close__exit,predlow_touch__ret,predlow_touch__days,predlow_touch__hit,predlow_touch__exit,ema_close__ret,ema_close__days,ema_close__hit,ema_close__exit,ema_touch__ret,ema_touch__days,ema_touch__hit,ema_touch__exit,fixed_8pct__ret,fixed_8pct__days,fixed_8pct__hit,fixed_8pct__exit,fixed_12pct__ret,fixed_12pct__days,fixed_12pct__hit,fixed_12pct__exit,fixed_15pct__ret,fixed_15pct__days,fixed_15pct__hit,fixed_15pct__exit,fixed_20pct__ret,fixed_20pct__days,fixed_20pct__hit,fixed_20pct__exit,fixed_25pct__ret,fixed_25pct__days,fixed_25pct__hit,fixed_25pct__exit
GRWRHITECH,2024-02-27,2024-02-28,0.5978260869565217,-0.05252317198764156,-0.04049949763854921,5,False,2024-03-04,-0.0223738162574022,1,True,2024-02-28,-0.021086483610646245,1,True,2024-02-28,-0.0223738162574022,1,True,2024-02-28,-0.01777967036607042,1,True,2024-02-28,-0.04049949763854921,5,False,2024-03-04,-0.04049949763854921,5,False,2024-03-04,-0.04049949763854921,5,False,2024-03-04,-0.04049949763854921,5,False,2024-03-04,-0.04049949763854921,5,False,2024-03-04
RAILTEL,2024-02-27,2024-02-28,0.5978260869565217,-0.08479407369901659,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04,-0.07999999999999996,2,True,2024-02-29,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04,-0.0693769928268545,5,False,2024-03-04
MRPL,2024-02-27,2024-02-28,0.577683615819209,-0.04383000102992862,-0.028989257051710293,5,False,2024-03-04,-0.024792297718047807,1,True,2024-02-28,-0.006360337710970332,1,True,2024-02-28,-0.028989257051710293,5,False,2024-03-04,-0.028989257051710293,5,False,2024-03-04,-0.028989257051710293,5,False,2024-03-04,-0.028989257051710293,5,False,2024-03-04,-0.028989257051710293,5,False,2024-03-04,-0.028989257051710293,5,False,2024-03-04,-0.028989257051710293,5,False,2024-03-04
SENCO,2024-02-27,2024-02-28,0.5474293989862419,-0.06192660550458717,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04,-0.045183514236310174,5,False,2024-03-04
MVGJL,2024-02-27,2024-02-28,0.5428824049513704,-0.202755905511811,-0.13188976377952755,5,False,2024-03-04,-0.012401550773560532,2,True,2024-02-29,-0.007480290931040856,1,True,2024-02-28,0.0,1,True,2024-02-28,0.0,1,True,2024-02-28,-0.07999999999999996,5,True,2024-03-04,-0.12,5,True,2024-03-04,-0.15000000000000002,5,True,2024-03-04,-0.19999999999999996,5,True,2024-03-04,-0.13188976377952755,5,False,2024-03-04
OMAXE,2024-02-27,2024-02-28,0.5428824049513704,-0.08337303720280431,0.0009528928673046,5,False,2024-03-04,-0.035254855224692405,1,True,2024-02-28,-0.020009514389569216,1,True,2024-02-28,-0.035254855224692405,1,True,2024-02-28,-0.0006317336136402174,1,True,2024-02-28,-0.07999999999999985,1,True,2024-02-28,0.0009528928673046,5,False,2024-03-04,0.0009528928673046,5,False,2024-03-04,0.0009528928673046,5,False,2024-03-04,0.0009528928673046,5,False,2024-03-04
QUICKHEAL,2024-02-27,2024-02-28,0.5428824049513704,-0.09665621529103896,-0.022727250984912017,5,False,2024-03-04,-0.07497385384493305,2,True,2024-02-29,-0.07305818759179328,2,True,2024-02-29,-0.022727250984912017,5,False,2024-03-04,-0.022727250984912017,5,False,2024-03-04,-0.07999999999999996,2,True,2024-02-29,-0.022727250984912017,5,False,2024-03-04,-0.022727250984912017,5,False,2024-03-04,-0.022727250984912017,5,False,2024-03-04,-0.022727250984912017,5,False,2024-03-04
SOBHA,2024-02-27,2024-02-28,0.5391705069124423,-0.07286090016715596,-0.008838313040614665,5,False,2024-03-04,-0.04210089789953364,1,True,2024-02-28,-0.03918647736093939,1,True,2024-02-28,-0.008838313040614665,5,False,2024-03-04,-0.008838313040614665,5,False,2024-03-04,-0.008838313040614665,5,False,2024-03-04,-0.008838313040614665,5,False,2024-03-04,-0.008838313040614665,5,False,2024-03-04,-0.008838313040614665,5,False,2024-03-04,-0.008838313040614665,5,False,2024-03-04
DCAL,2024-02-27,2024-02-28,0.5268373245251857,-0.047777606874563894,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04,0.07107888569670373,5,False,2024-03-04
JYOTICNC,2024-02-27,2024-02-28,0.5268373245251857,-0.05997062782647411,0.016481783326186994,5,False,2024-03-04,-0.04169384514022001,2,True,2024-02-29,-0.04038838200558459,1,True,2024-02-28,0.016481783326186994,5,False,2024-03-04,-0.04315549218166925,1,True,2024-02-28,0.016481783326186994,5,False,2024-03-04,0.016481783326186994,5,False,2024-03-04,0.016481783326186994,5,False,2024-03-04,0.016481783326186994,5,False,2024-03-04,0.016481783326186994,5,False,2024-03-04
